wals_code,iso_code,glottocode,name,latitude,longitude,genus,family,macroarea,countrycodes,3A  Consonant-Vowel Ratio,13A Tone,26A Prefixing vs. Suffixing in Inflectional Morphology,30A Number of Genders,31A Sex-based and Non-sex-based Gender Systems,33A Coding of Nominal Plurality,45A Politeness Distinctions in Pronouns,49A Number of Cases,51A Position of Case Affixes,53A Ordinal Numerals,57A Position of Pronominal Possessive Affixes,67A The Future Tense,68A The Perfect,"81A Order of Subject, Object and Verb",92A Position of Polar Question Particles
gur,ggn,guru1261,Gurung,28.33333333,84.33333333,Bodic,Sino-Tibetan,Eurasia,NP,,,3 Weakly suffixing,,,7 Plural word,,,,,4 No possessive affixes,,,1 SOV,2 Final
gus,guz,gusi1247,Gusii,-0.75,34.83333333,Bantoid,Niger-Congo,Africa,KE,,,,,,,,,,,,,,,
gut,gux,gour1243,Gurma (Togo),10.75,0.6666666667,Gur,Niger-Congo,Africa,BF,,,,,,,,,,,,,,,
guu,kky,gugu1255,Guugu Yimidhirr,-15,144.8333333,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,2 Strongly suffixing,1 None,1 No gender,2 Plural suffix,,,1 Case suffixes,,4 No possessive affixes,,,1 SOV,
guw,guw,gunn1250,Gungbe,6.5,2.5,Kwa,Niger-Congo,Africa,BJ,,,,,,,,,,,,,,2 SVO,2 Final
gvi,bar,bava1246,German (Viennese),48.16666667,16.33333333,Germanic,Indo-European,Eurasia,AT,,,,,,,,,,,,,,,
gwa,gbr,gbag1258,Gwari,9.5,7,Nupoid,Niger-Congo,Africa,NG,3 Average,3 Complex tone system,,,,,,,,,,,,7 No dominant order,2 Final
gwe,wep,west2356,German (Westphalian),52,7.5,Germanic,Indo-European,Eurasia,DE,,,,,,,,,,,,,,,
gwo,kcg,tyap1238,Gworok,9.916666667,8.166666667,Platoid,Niger-Congo,Africa,NG,,,,,,4 Plural tone,,,,,,,,2 SVO,
gyb,guo,guay1257,Guayabero,2.833333333,-72,Guahiban,Guahiban,South America,CO,,,,,,,,,,,,,,,
gyc,jya,jiar1239,Gyarong (Cogtse),31.5,102,rGyalrong,Sino-Tibetan,Eurasia,CN,,,5 Weakly prefixing,,,2 Plural suffix,,,,,1 Possessive prefixes,,,,6 No question particle
gzu,gsw,swis1247,German (Zurich),47.41666667,8.5,Germanic,Indo-European,Eurasia,CH,,,,,,,,,,,,,,,
had,hts,hadz1240,Hadza,-3.75,35.16666667,Hadza,Hadza,Africa,TZ,5 High,2 Simple tone system,,,,,,,,,,,,,
hai,hax,haid1248,Haida,53,-132,Haida,Haida,North America,CA US,5 High,1 No tones,2 Strongly suffixing,1 None,1 No gender,2 Plural suffix,,1 No morphological case-marking,6 Postpositional clitics,,4 No possessive affixes,,,1 SOV,3 Second position
hak,hak,hakk1236,Hakka,25,116,Chinese,Sino-Tibetan,Eurasia,CN,3 Average,3 Complex tone system,,,,,,,,,,,,2 SVO,
hal,hla,hali1244,Halia,-5.25,154.6666667,Oceanic,Austronesian,Papunesia,PG,,,2 Strongly suffixing,,,7 Plural word,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,1 Inflectional future exists,4 No perfect,2 SVO,
ham,hmt,hamt1247,Hamtai,-7.5,146.25,Angan,Trans-New Guinea,Papunesia,PG,1 Low,2 Simple tone system,4 Equal prefixing and suffixing,,,,,8 10 or more cases,,,1 Possessive prefixes,,,1 SOV,2 Final
han,hni,hani1248,Hani,23,103,Burmese-Lolo,Sino-Tibetan,Eurasia,CN,,,,,,,,,,,,,,,
har,tmd,haru1245,Haruai,-5.083333333,144.1666667,Piawi,Piawi,Papunesia,PG,,,,,,,,,9 No case affixes or adpositional clitics,,3 Prefixes and suffixes,,,,
hat,had,hata1243,Hatam,-1,134,Hatam,West Papuan,Papunesia,ID,,,6 Strong prefixing,1 None,1 No gender,8 Plural clitic,1 No politeness distinction,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,2 SVO,2 Final
hau,hau,haus1257,Hausa,12,7,West Chadic,Afro-Asiatic,Africa,NG NE,4 Moderately high,2 Simple tone system,1 Little affixation,2 Two,2 Sex-based,2 Plural suffix,1 No politeness distinction,1 No morphological case-marking,9 No case affixes or adpositional clitics,"6 First, two-th, three-th",2 Possessive suffixes,2 No inflectional future,4 No perfect,2 SVO,2 Final
hav,yuf,hava1248,Havasupai,35.75,-112.5,Yuman,Hokan,North America,US,,,,,,,,,,,,,,,
haw,haw,hawa1245,Hawaiian,19.58333333,-155.5,Oceanic,Austronesian,Papunesia,US,1 Low,1 No tones,1 Little affixation,1 None,1 No gender,7 Plural word,1 No politeness distinction,,9 No case affixes or adpositional clitics,"5 First/one-th, two-th, three-th",4 No possessive affixes,2 No inflectional future,4 No perfect,3 VSO,
hay,vay,wayu1241,Hayu,27.25,86,Mahakiranti,Sino-Tibetan,Eurasia,NP,,,2 Strongly suffixing,1 None,1 No gender,2 Plural suffix,,,6 Postpositional clitics,,4 No possessive affixes,,,1 SOV,6 No question particle
hba,heb,hebr1245,Hebrew (Modern Ashkenazic),31.75,35.16666667,Semitic,Afro-Asiatic,Eurasia,IL,3 Average,1 No tones,,,,,,,,,,,,,
hcr,hat,hait1244,Haitian Creole,19,-72.5,Creoles and Pidgins,other,North America,HT,,,,,,,,,,"6 First, two-th, three-th",,,,,
hdi,xed,hdii1240,Hdi,11.86666667,13.71666667,Biu-Mandara,Afro-Asiatic,Africa,CM NG,,,,,,2 Plural suffix,,,,,2 Possessive suffixes,,,3 VSO,2 Final
heb,heb,hebr1245,Hebrew (Modern),31.5,34.83333333,Semitic,Afro-Asiatic,Eurasia,IL,,,3 Weakly suffixing,2 Two,2 Sex-based,2 Plural suffix,1 No politeness distinction,1 No morphological case-marking,7 Prepositional clitics,"6 First, two-th, three-th",2 Possessive suffixes,1 Inflectional future exists,4 No perfect,2 SVO,1 Initial
heh,heh,hehe1240,Hehe,-8,36,Bantoid,Niger-Congo,Africa,TZ,,,,,,,,,,,,,,2 SVO,
hei,hei,heil1246,Heiltsuk,52,-127.5,Northern Wakashan,Wakashan,North America,CA,,,,,,,,,,,,,,3 VSO,
hem,hem,hemb1242,Hemba,-6.25,27.16666667,Bantoid,Niger-Congo,Africa,CD,,,,,,1 Plural prefix,,,,,,,,2 SVO,
her,her,here1253,Herero,-20.58333333,19,Bantoid,Niger-Congo,Africa,BW NA,,,,,,,,,,"6 First, two-th, three-th",,,,,
hhu,wos,hang1263,Hanga Hundi,-3.833333333,142.9166667,Middle Sepik,Sepik,Papunesia,PG,,,,,,2 Plural suffix,,,,,2 Possessive suffixes,,,1 SOV,
hia,cbd,cari1279,Hianacoto,0.8333333333,-71,Cariban,Cariban,South America,CO,,,,,,,,,,,,,,,
hid,hid,hida1246,Hidatsa,47,-102.5,Core Siouan,Siouan,North America,US,,,,,,2 Plural suffix,,,,,,,,1 SOV,
hil,hil,hili1240,Hiligaynon,10.25,123,Greater Central Philippine,Austronesian,Papunesia,PH,,,,,,,,,,,4 No possessive affixes,,,3 VSO,
hin,hin,hind1269,Hindi,25,77,Indic,Indo-European,Eurasia,IN,4 Moderately high,1 No tones,2 Strongly suffixing,2 Two,2 Sex-based,2 Plural suffix,3 Multiple politeness distinctions,,1 Case suffixes,"6 First, two-th, three-th",,1 Inflectional future exists,3 Other perfect,1 SOV,1 Initial
hix,hix,hixk1239,Hixkaryana,-1,-59,Cariban,Cariban,South America,BR,3 Average,1 No tones,4 Equal prefixing and suffixing,2 Two,3 Non-sex-based,7 Plural word,1 No politeness distinction,1 No morphological case-marking,9 No case affixes or adpositional clitics,1 None,1 Possessive prefixes,2 No inflectional future,4 No perfect,5 OVS,6 No question particle
hks,,hong1241,Hong Kong Sign Language,22.5,114,Sign Languages,other,Eurasia,CN,,,,,,,,,,,,,,,
hlb,hlb,halb1244,Halbi,21,81,Indic,Indo-European,Eurasia,IN,,,,,,,,,,,,,,,
hli,hur,halk1245,Halkomelem (Island),49.2,-123,Central Salish,Salishan,North America,CA,,,,,,,,,,,,,,,
hln,hal,hala1252,Halang,14.5,107.5,Bahnaric,Austro-Asiatic,Eurasia,VN,,,,,,,,,,,,,,,
hlp,yuf,hava1248,Hualapai,35.5,-113.75,Yuman,Hokan,North America,US,,,3 Weakly suffixing,,,2 Plural suffix,,,1 Case suffixes,,1 Possessive prefixes,,,1 SOV,
hlu,hur,halk1245,Halkomelem (Upriver),49.25,-121.9166667,Central Salish,Salishan,North America,CA,,,,,,,,,,,2 Possessive suffixes,,,3 VSO,
hma,hmr,hmar1241,Hmar,24.16666667,93,Kuki-Chin,Sino-Tibetan,Eurasia,IN,,,1 Little affixation,,,2 Plural suffix,,,6 Postpositional clitics,,,,,,2 Final
hmb,hub,huam1247,Huambisa,-4,-78,Jivaroan,Jivaroan,South America,PE,,,,,,,,,,,,,,,
hmd,mww,hmon1333,Hmong Daw,26,105,Hmong-Mien,Hmong-Mien,Eurasia,VN CN,,,,,,,,,,,,,,,
hmi,hto,mini1256,Huitoto (Minica),-0.3333333333,-74,Huitoto,Huitotoan,South America,CO,,,2 Strongly suffixing,,,2 Plural suffix,,6 6-7 cases,1 Case suffixes,,,,,1 SOV,6 No question particle
hmo,hnj,huam1250,Hmong Njua,28,105,Hmong-Mien,Hmong-Mien,Eurasia,CN,5 High,3 Complex tone system,1 Little affixation,1 None,1 No gender,,1 No politeness distinction,1 No morphological case-marking,9 No case affixes or adpositional clitics,,,2 No inflectional future,4 No perfect,2 SVO,4 Other position
hmr,amf,hame1242,Hamer,5,36.5,South Omotic,Afro-Asiatic,Africa,ET,4 Moderately high,2 Simple tone system,,,,,,,,,,,,,
hmu,hux,nupo1240,Huitoto (Muinane),-2.416666667,-71,Huitoto,Huitotoan,South America,PE,,,,,,,,,,,,,,,
hna,hna,mina1276,Mina,10.33333333,13.83333333,Biu-Mandara,Afro-Asiatic,Africa,CM,,,,,,8 Plural clitic,,,9 No case affixes or adpositional clitics,,,,,2 SVO,2 Final
hnd,hke,hund1239,Hunde,-1.166666667,28.83333333,Bantoid,Niger-Congo,Africa,CD,,,6 Strong prefixing,,,1 Plural prefix,,,2 Case prefixes,,3 Prefixes and suffixes,,,2 SVO,5 In either of two positions
hnk,gin,hinu1240,Hinuq,42.16666667,46,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,,,,,,,,,,,,,,,
hnn,hnn,hanu1241,Hanunóo,12.33333333,121.25,Greater Central Philippine,Austronesian,Papunesia,PH,,,,,,,,,,,,,,,
hno,hdn,nort2938,Haida (Northern),54,-132.5,Haida,Haida,North America,CA,,,,,,,,,,,,,,,
ho,hoc,hooo1248,Ho,22,86,Munda,Austro-Asiatic,Eurasia,IN,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,,,,,2 Final
hoa,hoa,hoav1238,Hoava,-8.083333333,157.5,Oceanic,Austronesian,Papunesia,SB,,,1 Little affixation,,,7 Plural word,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,3 VSO,6 No question particle
hok,nan,minn1241,Hokkien,25,118,Chinese,Sino-Tibetan,Eurasia,CN,,,,,,,,,,,,,,,
hol,hoo,holo1240,Holoholo,-5.166666667,29.91666667,Bantoid,Niger-Congo,Africa,TZ,,,,,,,,,,,,,,2 SVO,
hop,hop,hopi1249,Hopi,36,-110,Hopi,Uto-Aztecan,North America,US,3 Average,2 Simple tone system,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,"4 One-th, two-th, three-th",3 Prefixes and suffixes,,,1 SOV,1 Initial
hpd,jup,hupd1244,Hup,0.1666666667,-69.25,Nadahup,Nadahup,South America,CO BR,,,2 Strongly suffixing,,,8 Plural clitic,,,6 Postpositional clitics,,4 No possessive affixes,,,1 SOV,6 No question particle
hre,hre,hree1244,Hre,14.66666667,108.6666667,Bahnaric,Austro-Asiatic,Eurasia,VN,,,,,,,,,,,,,,,
hrr,har,hara1271,Harari,9.25,42.16666667,Semitic,Afro-Asiatic,Africa,ET,,,,,,,,,,,,,,,
hrs,hss,hars1241,Harsusi,20,56.5,Semitic,Afro-Asiatic,Eurasia,OM,,,,,,,,,,,,,,,
hsl,has,hais1244,Haisla,54,-128.75,Northern Wakashan,Wakashan,North America,CA,,,,,,,,,,,,,,,
htc,hsf,huas1256,Huastec,22.08333333,-99.33333333,Mayan,Mayan,North America,MX,3 Average,1 No tones,1 Little affixation,,,2 Plural suffix,,,9 No case affixes or adpositional clitics,,,,,2 SVO,6 No question particle
htt,hto,mini1256,Huitoto,-1,-74,Huitoto,Huitotoan,South America,PE CO,,,,,,,,,,,,,,,
hua,ygr,yaga1260,Hua,-6.333333333,145.3333333,Eastern Highlands,Trans-New Guinea,Papunesia,PG,,,3 Weakly suffixing,,,,,7 8-9 cases,1 Case suffixes,,3 Prefixes and suffixes,,,1 SOV,6 No question particle
huc,huc,huaa1248,#ERROR!,-25.5,25,#ERROR!,Kxa,Africa,BW,,,,,,,,,,,,,,2 SVO,
hui,hch,huic1243,Huichol,22,-104,Corachol,Uto-Aztecan,North America,MX,,,4 Equal prefixing and suffixing,,,2 Plural suffix,,,1 Case suffixes,,1 Possessive prefixes,,,1 SOV,
hum,huu,muru1274,Huitoto (Murui),-1,-73.5,Huitoto,Huitotoan,South America,PE CO BR,2 Moderately low,1 No tones,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,,,,1 SOV,
hun,hun,hung1274,Hungarian,47,20,Ugric,Uralic,Eurasia,HU,3 Average,1 No tones,2 Strongly suffixing,1 None,1 No gender,2 Plural suffix,3 Multiple politeness distinctions,8 10 or more cases,1 Case suffixes,"7 First, second, three-th",2 Possessive suffixes,2 No inflectional future,4 No perfect,7 No dominant order,
hup,hup,hupa1239,Hupa,41.08333333,-123.6666667,Athapaskan,Na-Dene,North America,US,5 High,1 No tones,5 Weakly prefixing,,,9 No plural,,,1 Case suffixes,,1 Possessive prefixes,,,7 No dominant order,
hve,huv,sanm1287,Huave (San Mateo del Mar),16.21666667,-95,Huavean,Huavean,North America,MX,3 Average,2 Simple tone system,4 Equal prefixing and suffixing,,,1 Plural prefix,,1 No morphological case-marking,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,2 SVO,1 Initial
hwc,hwc,hawa1247,Hawaiian Creole,21.5,-158,Creoles and Pidgins,other,North America,US,,,,,,,,,,,,2 No inflectional future,4 No perfect,,
hwr,hac,gura1251,Hawrami,35.75,45.5,Iranian,Indo-European,Eurasia,IQ,,,,,,,,,,,,,,,
hya,hay,haya1250,Haya,-2,31.5,Bantoid,Niger-Congo,Africa,TZ,,,,,,1 Plural prefix,,,,,,,,2 SVO,6 No question particle
hyo,csh,asho1236,Hyow,22.08333333,92.41666667,Kuki-Chin,Sino-Tibetan,Eurasia,BD,,,,,,,,,,,,,,,
hzb,huz,hunz1247,Hunzib,42.16666667,46.25,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,3 Average,1 No tones,2 Strongly suffixing,5 Five or more,2 Sex-based,2 Plural suffix,,8 10 or more cases,1 Case suffixes,"4 One-th, two-th, three-th",4 No possessive affixes,,,1 SOV,6 No question particle
iaa,iai,iaai1238,Iaai,-20.41666667,166.5833333,Oceanic,Austronesian,Papunesia,NC,3 Average,1 No tones,1 Little affixation,1 None,1 No gender,7 Plural word,,1 No morphological case-marking,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,2 SVO,1 Initial
iat,ian,iatm1242,Iatmul,-4.25,143.25,Middle Sepik,Sepik,Papunesia,PG,,,,,,,,,,,,,,1 SOV,
iau,tmu,iauu1242,Iau,-3.166666667,137.5,Lakes Plain,Lakes Plain,Papunesia,ID,,,,,,,,,,,,,,,
iba,iba,iban1264,Iban,2,112,Malayo-Sumbawan,Austronesian,Papunesia,MY,3 Average,1 No tones,1 Little affixation,,,9 No plural,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,2 SVO,1 Initial
ibi,ibb,ibib1240,Ibibio,5.25,7.833333333,Cross River,Niger-Congo,Africa,NG,,,,,,,,,,,,,,,
ibn,ibg,iban1267,Ibanag,17.5,121.6666667,Northern Luzon,Austronesian,Papunesia,PH,,,,,,,,,,,,,,,
ice,isl,icel1247,Icelandic,65,-17,Germanic,Indo-European,Eurasia,IS,,,2 Strongly suffixing,3 Three,2 Sex-based,2 Plural suffix,,4 4 cases,1 Case suffixes,"7 First, second, three-th",4 No possessive affixes,2 No inflectional future,1 From possessive,2 SVO,
ics,icl,icel1236,Icelandic Sign Language,65,-18,Sign Languages,other,Eurasia,IS,,,,,,,,,,,,,,,
idn,viv,idun1242,Iduna,-9.333333333,150.25,Oceanic,Austronesian,Papunesia,PG,,,5 Weakly prefixing,,,2 Plural suffix,,,,,,,,1 SOV,
ido,idu,idom1241,Idoma,6.916666667,7.5,Idomoid,Niger-Congo,Africa,NG,,,,,,,,,,,,,,7 No dominant order,
idu,clk,idum1241,Idu,29.33333333,95.83333333,Digaroan,Sino-Tibetan,Eurasia,IN,,,,,,,,,,,,,,,6 No question particle
ifi,ita,ital1282,Italian (Fiorentino),43.75,11.25,Romance,Indo-European,Eurasia,IT,,,,,,,,,,,,,,,
ifm,ifm,teke1274,Ifumu,-3.666666667,15.33333333,Bantoid,Niger-Congo,Africa,CG,,,,,,1 Plural prefix,,,,,4 No possessive affixes,,,2 SVO,2 Final
ifu,ifb,bata1298,Ifugao (Batad),16.83333333,121.0833333,Northern Luzon,Austronesian,Papunesia,PH,,,4 Equal prefixing and suffixing,,,,,,,,,,,,1 Initial
iga,inb,inga1252,Inga,1,-77,Quechuan,Quechuan,South America,CO,,,,,,,,,,,,,,,
igb,ibo,nucl1417,Igbo,6,7.333333333,Igboid,Niger-Congo,Africa,NG,3 Average,2 Simple tone system,,1 None,1 No gender,6 Mixed morphological plural,1 No politeness distinction,1 No morphological case-marking,,"6 First, two-th, three-th",4 No possessive affixes,,,2 SVO,6 No question particle
ige,ige,iged1239,Igede,7,8.166666667,Idomoid,Niger-Congo,Africa,NG,,,,,,,,,,,,,,2 SVO,2 Final
ign,ign,igna1246,Ignaciano,-15.16666667,-65.41666667,Bolivia-Parana,Arawakan,South America,BO,4 Moderately high,,4 Equal prefixing and suffixing,,,2 Plural suffix,,,,,1 Possessive prefixes,,,,
igs,tbi,gaam1241,Ingessana,11.5,34,Eastern Jebel,Eastern Sudanic,Africa,SD,3 Average,2 Simple tone system,3 Weakly suffixing,,,2 Plural suffix,,,,,2 Possessive suffixes,,,2 SVO,
iha,ihp,ihaa1241,Iha,-2.916666667,132.25,West Bomberai,West Bomberai,Papunesia,ID,,,,,,6 Mixed morphological plural,,,,,,,,1 SOV,
iir,pmy,papu1250,Indonesian (Papuan),-2.5,140.6666667,Malayo-Sumbawan,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
ijo,ijc,izon1238,Ijo (Kolokuma),4.916666667,5.666666667,Ijoid,Ijoid,Africa,NG,2 Moderately low,2 Simple tone system,3 Weakly suffixing,,,2 Plural suffix,,,1 Case suffixes,,1 Possessive prefixes,,,1 SOV,6 No question particle
ik,ikx,ikkk1242,Ik,3.75,34.16666667,Kuliak,Eastern Sudanic,Africa,UG,3 Average,2 Simple tone system,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,,,,3 VSO,2 Final
ika,arh,arhu1242,Ika,10.66666667,-73.75,Arhuacic,Chibchan,South America,CO,2 Moderately low,1 No tones,3 Weakly suffixing,1 None,1 No gender,7 Plural word,,6 6-7 cases,6 Postpositional clitics,1 None,1 Possessive prefixes,,,1 SOV,2 Final
ila,ilb,ilaa1246,Ila,-15.58333333,26.5,Bantoid,Niger-Congo,Africa,ZW ZM,,,,,,1 Plural prefix,,,,,2 Possessive suffixes,,,2 SVO,
ill,mia,miam1252,Illinois,40,-90,Algonquian,Algic,North America,US,,,,,,,,,,,,,,,
ilo,ilo,ilok1237,Ilocano,16,121,Northern Luzon,Austronesian,Papunesia,PH,,,,,,,,1 No morphological case-marking,,,,,,3 VSO,
imo,imn,imon1245,Imonda,-3.333333333,141.1666667,Border,Border,Papunesia,PG,1 Low,1 No tones,,1 None,1 No gender,9 No plural,1 No politeness distinction,5 5 cases,6 Postpositional clitics,1 None,4 No possessive affixes,1 Inflectional future exists,3 Other perfect,,
ina,szp,suab1238,Inanwatan,-2.083333333,132.0833333,South Bird's Head,Marind,Papunesia,ID,,,4 Equal prefixing and suffixing,,,2 Plural suffix,,,6 Postpositional clitics,,1 Possessive prefixes,,,7 No dominant order,2 Final
ind,ind,indo1316,Indonesian,0,106,Malayo-Sumbawan,Austronesian,Papunesia,ID,3 Average,1 No tones,2 Strongly suffixing,1 None,1 No gender,5 Plural complete reduplication,4 Pronouns avoided for politeness,1 No morphological case-marking,9 No case affixes or adpositional clitics,"5 First/one-th, two-th, three-th",4 No possessive affixes,2 No inflectional future,"2 From 'finish', 'already'",2 SVO,5 In either of two positions
